Index,Salary,Salary_Type,Location,Website,Scrape Date
Automotive Repair Technician,20.00 - 35.00 Per hour ,Hourly,"Fort Worth, TX",Glassdoor,2023-11-30
Comfort Consultant,18.00 - 19.00 Per hour ,Hourly,"Richardson, TX",Glassdoor,2023-11-30
Office Manager/Bookkeeper,18.00 Per hour ,Hourly,"Garland, TX",Glassdoor,2023-11-30
Dentist,4L - 5L ,Annually,Texas,Glassdoor,2023-11-30
Landscape/Irrigation Construction Project Manager,65T - 80T ,Annually,"Granbury, TX",Glassdoor,2023-11-30
Emergency Medicine Physician Assistant,85.00 - 95.00 Per hour ,Hourly,"Aubrey, TX",Glassdoor,2023-11-30
Community Living Support (Denton County),20.00 - 24.00 Per hour ,Hourly,"Flower Mound, TX",Glassdoor,2023-11-30
Physical Therapy Assistant,48T - 70T ,Annually,"Dallas, TX",Glassdoor,2023-11-30
Plumbing Instructor,30.00 - 40.00 Per hour ,Hourly,"Dallas, TX",Glassdoor,2023-11-30
Staff Accountant,45T - 65T ,Annually,"Irving, TX",Glassdoor,2023-11-30
"Clinical Nurse Manager- Tele, PCU, Neuro, Ortho Dept. Openings M-F!!",40.00 - 56.00 Per hour ,Hourly,"Fort Worth, TX",Glassdoor,2023-11-30
Certified Welding Inspector,26.00 - 32.00 Per hour ,Hourly,"Dallas, TX",Glassdoor,2023-11-30
Maintence Technician,18.00 - 30.00 Per hour ,Hourly,"Arlington, TX",Glassdoor,2023-11-30
Interior Designer (CAD/Technical),42T - 48T ,Annually,"Fort Worth, TX",Glassdoor,2023-11-30
Cath Lab Technologist,50.00 Per hour ,Hourly,"McKinney, TX",Glassdoor,2023-11-30
Counter Sales Representative- Must have Plumbing Experience,17.00 - 19.00 Per hour ,Hourly,"Arlington, TX",Glassdoor,2023-11-30
PDU and Disconnect Builder,10.00 - 15.00 Per hour ,Hourly,"Kemp, TX",Glassdoor,2023-11-30
Salesforce Developer,1L ,Annually,"McKinney, TX",Glassdoor,2023-11-30
Double Weekend Staff Nurse,25.00 - 32.00 Per hour ,Hourly,"Rowlett, TX",Glassdoor,2023-11-30
Sales Development Representative,50T - 60T ,Annually,"Allen, TX",Glassdoor,2023-11-30
Patent Prosecution Paralegal,51T - 75T ,Annually,"Dallas, TX",Glassdoor,2023-11-30
