Job Title,Salary,Location,Frequency,Source,Scrape_Date
Roaming Analyst Salary,"$70,262",US,Annual,Comparably,2023-12-01
Roaster Salary,"$29,704",US,Annual,Comparably,2023-12-01
Roaster Chemical Salary,"$56,198",US,Annual,Comparably,2023-12-01
Roaster Mineral Products Processing Salary,"$34,497",US,Annual,Comparably,2023-12-01
Roaster Operator Salary,"$29,704",US,Annual,Comparably,2023-12-01
Roaster Operator Assistant Salary,"$29,745",US,Annual,Comparably,2023-12-01
Roasterman Salary,"$29,704",US,Annual,Comparably,2023-12-01
Roasting Production Manager Salary,"$70,000",US,Annual,Comparably,2023-12-01
Roastmaster Salary,"$29,704",US,Annual,Comparably,2023-12-01
Robber Salary,"$57,329",US,Annual,Comparably,2023-12-01
Robert D. Adams Visiting Assistant Professor Salary,"$51,900",US,Annual,Comparably,2023-12-01
Robot Control Engineer Salary,"$90,000",US,Annual,Comparably,2023-12-01
Robot Designer Salary,"$66,217",US,Annual,Comparably,2023-12-01
Robot Maintenance Engineer Salary,"$60,000",US,Annual,Comparably,2023-12-01
Robot Operator Salary,"$39,376",US,Annual,Comparably,2023-12-01
Robot Programmer Salary,"$58,074",US,Annual,Comparably,2023-12-01
Robot Software Engineer Salary,"$90,000",US,Annual,Comparably,2023-12-01
Robot Technician Salary,"$61,685",US,Annual,Comparably,2023-12-01
Robotic Applications Specialist Salary,"$93,787",US,Annual,Comparably,2023-12-01
Robotic Automation Developer Salary,"$92,000",US,Annual,Comparably,2023-12-01
Robotic Machine Operator Salary,"$61,551",US,Annual,Comparably,2023-12-01
Robotic Product Proposals Manager Salary,"$159,700",US,Annual,Comparably,2023-12-01
Robotic Simulation Engineer Salary,"$68,765",US,Annual,Comparably,2023-12-01
Robotic Spray Paint Attendant Salary,"$35,792",US,Annual,Comparably,2023-12-01
Robotic Sr. Software Engineer Salary,"$110,000",US,Annual,Comparably,2023-12-01
Robotic System Engineer Salary,"$122,500",US,Annual,Comparably,2023-12-01
Robotic Systems Engineer Salary,"$83,129",US,Annual,Comparably,2023-12-01
Robotic Toy Inventor Salary,"$68,610",US,Annual,Comparably,2023-12-01
Robotic Weld Technician Salary,"$55,451",US,Annual,Comparably,2023-12-01
Robotic Welder Salary,"$44,273",US,Annual,Comparably,2023-12-01
Roboticist Salary,"$118,529",US,Annual,Comparably,2023-12-01
Roboticist Software Engineer Salary,"$90,000",US,Annual,Comparably,2023-12-01
Robotics & Machine Vision Engineer Salary,"$75,000",US,Annual,Comparably,2023-12-01
Robotics Algorithm Developer Salary,"$82,000",US,Annual,Comparably,2023-12-01
Robotics And Controls Engineer Salary,"$90,000",US,Annual,Comparably,2023-12-01
Robotics And Vision Scientist Salary,"$132,500",US,Annual,Comparably,2023-12-01
Robotics Application Engineer Salary,"$97,571",US,Annual,Comparably,2023-12-01
Robotics Computer Programmer Salary,"$49,629",US,Annual,Comparably,2023-12-01
Robotics Engineer Salary,"$91,974",US,Annual,Comparably,2023-12-01
"Robotics Engineer, Paint Process Salary","$70,000",US,Annual,Comparably,2023-12-01
"Robotics Engineer, Software Salary","$110,568",US,Annual,Comparably,2023-12-01
Robotics Engineer-level 1 Salary,"$50,000",US,Annual,Comparably,2023-12-01
Robotics Engineer/scientist Salary,"$100,000",US,Annual,Comparably,2023-12-01
Robotics Engineering Controls Engineer Salary,"$82,000",US,Annual,Comparably,2023-12-01
Robotics Integrator Salary,"$130,000",US,Annual,Comparably,2023-12-01
Robotics Mechanic Salary,"$55,451",US,Annual,Comparably,2023-12-01
Robotics Research Scientist Salary,"$75,491",US,Annual,Comparably,2023-12-01
Robotics Software Engineer Salary,"$112,857",US,Annual,Comparably,2023-12-01
Robotics Specialist Salary,"$97,541",US,Annual,Comparably,2023-12-01
"Robotics Supervisor, Core Lab Salary","$41,600",US,Annual,Comparably,2023-12-01
Robotics System Installer & Repairer Salary,"$42,669",US,Annual,Comparably,2023-12-01
Robotics System Programmer Salary,"$77,730",US,Annual,Comparably,2023-12-01
Robotics Systems Engineer Salary,"$96,908",US,Annual,Comparably,2023-12-01
Robotics Technician Salary,"$54,886",US,Annual,Comparably,2023-12-01
Robotics Technologist Salary,"$55,451",US,Annual,Comparably,2023-12-01
Robotics Testing Technician Salary,"$55,451",US,Annual,Comparably,2023-12-01
Robotics/ai Software Engineer Salary,"$110,000",US,Annual,Comparably,2023-12-01
Robotics/automation Engineer Salary,"$108,051",US,Annual,Comparably,2023-12-01
Robotype Operator Salary,"$30,343",US,Annual,Comparably,2023-12-01
Rock Breaker Salary,"$32,857",US,Annual,Comparably,2023-12-01
Rock Climbing Team Member Salary,"$19,313",US,Annual,Comparably,2023-12-01
Rock Crusher Salary,"$34,811",US,Annual,Comparably,2023-12-01
Rock Crusher Helper Primary Metal & Mineral Salary,"$37,925",US,Annual,Comparably,2023-12-01
Rock Crusher Operator Salary,"$36,149",US,Annual,Comparably,2023-12-01
Rock Crushing Machine Operator Salary,"$34,811",US,Annual,Comparably,2023-12-01
Rock Cutter Salary,"$34,459",US,Annual,Comparably,2023-12-01
Rock Drill Operator Salary,"$48,177",US,Annual,Comparably,2023-12-01
Rock Dust Sprayer Salary,"$49,341",US,Annual,Comparably,2023-12-01
Rock Duster Salary,"$49,341",US,Annual,Comparably,2023-12-01
Rock Lather Salary,"$43,569",US,Annual,Comparably,2023-12-01
Rock Loader Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rock Mason Salary,"$47,514",US,Annual,Comparably,2023-12-01
Rock Mason Apprentice Salary,"$40,992",US,Annual,Comparably,2023-12-01
Rock Mechanics Laboratory Engineer/ Geoscientist Salary,"$164,000",US,Annual,Comparably,2023-12-01
Rock Picker Salary,"$34,459",US,Annual,Comparably,2023-12-01
Rock Properties And Reservoir Geophysicist Salary,"$138,000",US,Annual,Comparably,2023-12-01
Rock Properties Geophysicist Salary,"$60,000",US,Annual,Comparably,2023-12-01
Rock Room Worker Salary,"$28,940",US,Annual,Comparably,2023-12-01
Rock Singer Salary,"$74,683",US,Annual,Comparably,2023-12-01
Rock Splitter Salary,"$31,345",US,Annual,Comparably,2023-12-01
"Rock Splitters, Quarry Salary","$35,264",US,Annual,Comparably,2023-12-01
Rock Star Salary,"$60,782",US,Annual,Comparably,2023-12-01
Rock Wool Applicator Salary,"$37,404",US,Annual,Comparably,2023-12-01
Rock Wool Insulator Salary,"$37,404",US,Annual,Comparably,2023-12-01
Rock Worker Salary,"$42,475",US,Annual,Comparably,2023-12-01
Rockboard Lather Salary,"$43,569",US,Annual,Comparably,2023-12-01
Rocker Salary,"$30,402",US,Annual,Comparably,2023-12-01
Rocket Control Technician Salary,"$53,872",US,Annual,Comparably,2023-12-01
Rocket Engine Component Mechanic Salary,"$59,817",US,Annual,Comparably,2023-12-01
Rocket Engine Mechanic Salary,"$59,817",US,Annual,Comparably,2023-12-01
Rocket Engine Tester Salary,"$37,946",US,Annual,Comparably,2023-12-01
Rocket Motor Mechanic Salary,"$41,517",US,Annual,Comparably,2023-12-01
Rocket Motor Tester Salary,"$37,946",US,Annual,Comparably,2023-12-01
Rocket Propellant Plant Supervisor Salary,"$58,750",US,Annual,Comparably,2023-12-01
Rocket Scientist Salary,"$110,636",US,Annual,Comparably,2023-12-01
Rocket Scientist (engineer) Salary,"$150,000",US,Annual,Comparably,2023-12-01
Rocket Scientist (qa Engineer) Salary,"$161,300",US,Annual,Comparably,2023-12-01
Rocket Scientist (software Engineer) Salary,"$155,056",US,Annual,Comparably,2023-12-01
"Rocket Scientist (software Engineer, Infrastructur Salary","$150,000",US,Annual,Comparably,2023-12-01
Rocket Scientist (web Applications Manager) Salary,"$150,000",US,Annual,Comparably,2023-12-01
Rocket Test-Fire Worker Salary,"$33,956",US,Annual,Comparably,2023-12-01
Rockman Salary,"$34,459",US,Annual,Comparably,2023-12-01
Rocs Application Systems Specialist Salary,"$106,233",US,Annual,Comparably,2023-12-01
Rod and Tube Straightener Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rod Buster Salary,"$57,738",US,Annual,Comparably,2023-12-01
Rod Buster Helper Salary,"$29,751",US,Annual,Comparably,2023-12-01
Rod Cup Filler Salary,"$43,934",US,Annual,Comparably,2023-12-01
Rod Drawer Salary,"$33,969",US,Annual,Comparably,2023-12-01
Rod Filler Salary,"$43,934",US,Annual,Comparably,2023-12-01
Rod Finisher Salary,"$40,790",US,Annual,Comparably,2023-12-01
Rod Greaser Salary,"$43,934",US,Annual,Comparably,2023-12-01
Rod Hanger Salary,"$29,074",US,Annual,Comparably,2023-12-01
Rod Man/Woman Surveying Salary,"$47,818",US,Annual,Comparably,2023-12-01
Rod Mill Tender Salary,"$34,811",US,Annual,Comparably,2023-12-01
Rod Piler Salary,"$26,748",US,Annual,Comparably,2023-12-01
Rod Placer Salary,"$34,969",US,Annual,Comparably,2023-12-01
Rod Pointer Salary,"$33,969",US,Annual,Comparably,2023-12-01
Rod Puller Salary,"$48,594",US,Annual,Comparably,2023-12-01
Rod Puller and Coiler Salary,"$35,021",US,Annual,Comparably,2023-12-01
Rod Straightener Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rod Tape Operator Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rod Welder Salary,"$37,617",US,Annual,Comparably,2023-12-01
Rodding Anode Worker Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rodding Machine Tender Salary,"$28,653",US,Annual,Comparably,2023-12-01
Rodent Control Worker Salary,"$33,234",US,Annual,Comparably,2023-12-01
Rodent Exterminator Salary,"$33,234",US,Annual,Comparably,2023-12-01
Rodeo Clown Salary,"$39,278",US,Annual,Comparably,2023-12-01
Rodeo Performer Salary,"$38,596",US,Annual,Comparably,2023-12-01
Rodeo Rider Salary,"$40,734",US,Annual,Comparably,2023-12-01
Rodman Salary,"$43,823",US,Annual,Comparably,2023-12-01
Rodman Chainman Salary,"$43,935",US,Annual,Comparably,2023-12-01
Rodman Surveying Crew Salary,"$43,080",US,Annual,Comparably,2023-12-01
Rodperson Survey Helper Salary,"$43,422",US,Annual,Comparably,2023-12-01
Roentgenologist Salary,"$157,116",US,Annual,Comparably,2023-12-01
Roentgenology Teacher Salary,"$102,141",US,Annual,Comparably,2023-12-01
Roguer Salary,"$21,388",US,Annual,Comparably,2023-12-01
Rolfer Salary,"$41,211",US,Annual,Comparably,2023-12-01
Roll Bucker Salary,"$30,117",US,Annual,Comparably,2023-12-01
Roll Builder Salary,"$30,117",US,Annual,Comparably,2023-12-01
Roll Capper Salary,"$30,033",US,Annual,Comparably,2023-12-01
Roll Carrier Salary,"$27,029",US,Annual,Comparably,2023-12-01
Roll Changer Salary,"$30,117",US,Annual,Comparably,2023-12-01
Roll Cleaner Salary,"$23,013",US,Annual,Comparably,2023-12-01
Roll Coverer Salary,"$28,806",US,Annual,Comparably,2023-12-01
Roll Cutter Salary,"$32,836",US,Annual,Comparably,2023-12-01
Roll Cutting Operator Salary,"$35,641",US,Annual,Comparably,2023-12-01
Roll Edge Machine Operator Salary,"$24,136",US,Annual,Comparably,2023-12-01
Roll Examiner Salary,"$37,946",US,Annual,Comparably,2023-12-01
Roll Filler Salary,"$50,907",US,Annual,Comparably,2023-12-01
Roll Finisher Salary,"$28,940",US,Annual,Comparably,2023-12-01
Roll Form Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Forming Machine Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Forming Machine Set Up Mechanic Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Forming Machine Set Up Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Forming Machine Setter Metal Working Salary,"$47,341",US,Annual,Comparably,2023-12-01
Roll Grinder Salary,"$33,754",US,Annual,Comparably,2023-12-01
Roll Grinder Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Hand Salary,"$33,116",US,Annual,Comparably,2023-12-01
Roll Handler Salary,"$34,534",US,Annual,Comparably,2023-12-01
Roll Hauler Salary,"$35,337",US,Annual,Comparably,2023-12-01
Roll Inspector Salary,"$37,946",US,Annual,Comparably,2023-12-01
Roll Line Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Machine Operator Salary,"$37,497",US,Annual,Comparably,2023-12-01
Roll Mechanic Salary,"$50,064",US,Annual,Comparably,2023-12-01
Roll Off Driver Salary,"$34,374",US,Annual,Comparably,2023-12-01
Roll On Man Salary,"$30,117",US,Annual,Comparably,2023-12-01
Roll On Worker Salary,"$30,117",US,Annual,Comparably,2023-12-01
Roll Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll or Tape Edge Machine Operator Salary,"$26,090",US,Annual,Comparably,2023-12-01
Roll Over Press Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Panner Salary,"$25,506",US,Annual,Comparably,2023-12-01
Roll Picker Salary,"$23,457",US,Annual,Comparably,2023-12-01
Roll Plugger Salary,"$30,117",US,Annual,Comparably,2023-12-01
Roll Plugger Machine Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Press Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Reclaimer Salary,"$30,117",US,Annual,Comparably,2023-12-01
Roll Scale Man Salary,"$35,337",US,Annual,Comparably,2023-12-01
Roll Scale Worker Salary,"$35,337",US,Annual,Comparably,2023-12-01
Roll Setter Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Sheeting Cutter Salary,"$32,935",US,Annual,Comparably,2023-12-01
Roll Shop Supervisor Salary,"$58,750",US,Annual,Comparably,2023-12-01
Roll Skinner Salary,"$30,117",US,Annual,Comparably,2023-12-01
Roll Slicing Machine Tender Salary,"$32,836",US,Annual,Comparably,2023-12-01
Roll Table Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Tender Salary,"$30,117",US,Annual,Comparably,2023-12-01
Roll Tender - All Widths Salary,"$31,883",US,Annual,Comparably,2023-12-01
Roll Tension Tester Salary,"$37,946",US,Annual,Comparably,2023-12-01
Roll Threader Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Trucker Salary,"$35,337",US,Annual,Comparably,2023-12-01
Roll Tube Setter Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roll Turner Salary,"$37,688",US,Annual,Comparably,2023-12-01
Roll Turner Textiles Salary,"$35,169",US,Annual,Comparably,2023-12-01
Roll Up Machine Operator Salary,"$37,131",US,Annual,Comparably,2023-12-01
Roll Weigher Salary,"$30,122",US,Annual,Comparably,2023-12-01
Roll Wrapper Salary,"$29,522",US,Annual,Comparably,2023-12-01
Roll-Up Guider Operator Salary,"$40,790",US,Annual,Comparably,2023-12-01
Rolled Glass Crosscutter Salary,"$28,033",US,Annual,Comparably,2023-12-01
Rolled Materials Worker Salary,"$30,117",US,Annual,Comparably,2023-12-01
Roller Salary,"$40,790",US,Annual,Comparably,2023-12-01
Roller Bearing Assembler Salary,"$35,826",US,Annual,Comparably,2023-12-01
Rrf Oracle Developer Salary,"$95,000",US,Annual,Comparably,2023-12-01
Rs Service Center Supervisor Salary,"$105,654",US,Annual,Comparably,2023-12-01
Rsa Archer Developer Salary,"$66,900",US,Annual,Comparably,2023-12-01
Rsa Security Consultant Salary,"$78,000",US,Annual,Comparably,2023-12-01
Rsam Grc Engineer & Consultant Salary,"$105,000",US,Annual,Comparably,2023-12-01
Rsc Network Design Program Manager Salary,"$121,500",US,Annual,Comparably,2023-12-01
Rsc Technical Program Manager Salary,"$116,574",US,Annual,Comparably,2023-12-01
Rsearch Assistant Professor Salary,"$75,000",US,Annual,Comparably,2023-12-01
Rsearch Associate Postdoctoral Salary,"$51,816",US,Annual,Comparably,2023-12-01
Rsident Physician Salary,"$56,430",US,Annual,Comparably,2023-12-01
Rsm - South America: viking Pump Group Salary,"$130,000",US,Annual,Comparably,2023-12-01
Rubber Salary,"$30,353",US,Annual,Comparably,2023-12-01
Rubber & Plastics Worker Salary,"$31,848",US,Annual,Comparably,2023-12-01
Rubber and Plastics Worker Salary,"$43,934",US,Annual,Comparably,2023-12-01
Rubber Ball Finisher Salary,"$34,019",US,Annual,Comparably,2023-12-01
Rubber Block Layer Salary,"$40,734",US,Annual,Comparably,2023-12-01
Rubber Boots and Shoes Repairer Salary,"$39,779",US,Annual,Comparably,2023-12-01
Rubber Chemist Salary,"$89,035",US,Annual,Comparably,2023-12-01
Rubber Compounder Salary,"$37,853",US,Annual,Comparably,2023-12-01
Rubber Compounder Formulator Salary,"$47,008",US,Annual,Comparably,2023-12-01
Rubber Compounder Mixer Salary,"$35,696",US,Annual,Comparably,2023-12-01
Rubber Covering Machine Operator Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rubber Curer Salary,"$36,527",US,Annual,Comparably,2023-12-01
Rubber Cutter Salary,"$32,836",US,Annual,Comparably,2023-12-01
Rubber Cutting Machine Tender Salary,"$32,836",US,Annual,Comparably,2023-12-01
Rubber Down Salary,"$30,353",US,Annual,Comparably,2023-12-01
Rubber Engraver Salary,"$31,168",US,Annual,Comparably,2023-12-01
Rubber Extrusion Operator Salary,"$33,314",US,Annual,Comparably,2023-12-01
Rubber Goods Assembler Salary,"$31,733",US,Annual,Comparably,2023-12-01
Rubber Goods Compounder Salary,"$47,184",US,Annual,Comparably,2023-12-01
Rubber Goods Cutter-Finisher Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rubber Goods Inspector Salary,"$37,946",US,Annual,Comparably,2023-12-01
Rubber Goods Inspector-Tester Salary,"$37,946",US,Annual,Comparably,2023-12-01
Rubber Goods Repairer Salary,"$39,779",US,Annual,Comparably,2023-12-01
Rubber Goods Seamer Salary,"$37,846",US,Annual,Comparably,2023-12-01
Rubber Goods Supervisor Salary,"$58,750",US,Annual,Comparably,2023-12-01
Rubber Goods Tester Salary,"$37,946",US,Annual,Comparably,2023-12-01
Rubber Grinder Salary,"$34,811",US,Annual,Comparably,2023-12-01
Rubber Liner Salary,"$50,361",US,Annual,Comparably,2023-12-01
Rubber Mill Operator Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rubber Mill Tender Salary,"$35,696",US,Annual,Comparably,2023-12-01
Rubber Mixer Salary,"$35,696",US,Annual,Comparably,2023-12-01
Rubber Mold Maker Salary,"$30,891",US,Annual,Comparably,2023-12-01
Rubber Molder Salary,"$35,361",US,Annual,Comparably,2023-12-01
Rubber Molder Operator Salary,"$37,750",US,Annual,Comparably,2023-12-01
Rubber Press Operator Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rubber Press Tender Salary,"$33,314",US,Annual,Comparably,2023-12-01
Rubber Printing Machine Operator Salary,"$36,376",US,Annual,Comparably,2023-12-01
Rubber Roller Grinder Salary,"$30,658",US,Annual,Comparably,2023-12-01
Rubber Splicer Salary,"$32,382",US,Annual,Comparably,2023-12-01
Rubber Stamp Dies Inspector Salary,"$37,946",US,Annual,Comparably,2023-12-01
Rubber Stamp Maker Salary,"$29,074",US,Annual,Comparably,2023-12-01
Rubber Stamps and Dies Supervisor Salary,"$58,750",US,Annual,Comparably,2023-12-01
Rubber Tester Salary,"$37,946",US,Annual,Comparably,2023-12-01
Rubber Thread Spooler Salary,"$27,201",US,Annual,Comparably,2023-12-01
Rubber Tile Floor Layer Salary,"$40,734",US,Annual,Comparably,2023-12-01
Rubber Tire and Tubes Supervisor Salary,"$58,750",US,Annual,Comparably,2023-12-01
Rubber Tire Curer Salary,"$36,527",US,Annual,Comparably,2023-12-01
Rubber Trimmer Salary,"$32,836",US,Annual,Comparably,2023-12-01
Rubber Tubing Splicer Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rubber Turner Salary,"$37,688",US,Annual,Comparably,2023-12-01
Rubber Vulcanizing Machine Operator Salary,"$36,527",US,Annual,Comparably,2023-12-01
Rubber Washer Salary,"$29,304",US,Annual,Comparably,2023-12-01
Rubber Worker Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rubberizing Mechanic Salary,"$51,649",US,Annual,Comparably,2023-12-01
Rubbing Bed Operator Salary,"$34,811",US,Annual,Comparably,2023-12-01
Rubbish Collection Supervisor Salary,"$52,051",US,Annual,Comparably,2023-12-01
Rubbish Collector Salary,"$35,572",US,Annual,Comparably,2023-12-01
Rubble Placer Salary,"$34,969",US,Annual,Comparably,2023-12-01
Rubion Rails Salary,"$72,000",US,Annual,Comparably,2023-12-01
Ruby Engineer Salary,"$68,497",US,Annual,Comparably,2023-12-01
Ruby On Rails Engineer Salary,"$113,270",US,Annual,Comparably,2023-12-01
"Ruby On Rails Engineer, Software Engineer Salary","$135,000",US,Annual,Comparably,2023-12-01
Ruby On Rails Software Engineer Salary,"$143,125",US,Annual,Comparably,2023-12-01
Ruby On Rails Web Developer Salary,"$150,000",US,Annual,Comparably,2023-12-01
Ruby Software Developer Salary,"$77,450",US,Annual,Comparably,2023-12-01
Ruby Software Engineer - Demand Generation Salary,"$115,000",US,Annual,Comparably,2023-12-01
Ruffling Machine Operator Salary,"$24,136",US,Annual,Comparably,2023-12-01
Rug Backing Stenciler Salary,"$30,353",US,Annual,Comparably,2023-12-01
Rug Cleaner Salary,"$21,946",US,Annual,Comparably,2023-12-01
Rug Cleaner Helper Salary,"$25,306",US,Annual,Comparably,2023-12-01
Rug Cleaning Supervisor Salary,"$58,750",US,Annual,Comparably,2023-12-01
Rug Clipper Salary,"$28,033",US,Annual,Comparably,2023-12-01
Rug Cutter Salary,"$28,033",US,Annual,Comparably,2023-12-01
Rug Cutter Helper Salary,"$25,306",US,Annual,Comparably,2023-12-01
Rug Designer Salary,"$68,610",US,Annual,Comparably,2023-12-01
Rug Dry Room Attendant Salary,"$21,946",US,Annual,Comparably,2023-12-01
Rug Drying Machine Operator Salary,"$36,527",US,Annual,Comparably,2023-12-01
Rug Dyer Salary,"$22,533",US,Annual,Comparably,2023-12-01
Rug Dyer Helper Salary,"$25,306",US,Annual,Comparably,2023-12-01
Rug Frame Mounter Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rug Hooker Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rug Inspector Salary,"$37,946",US,Annual,Comparably,2023-12-01
Rug Inspector Helper Salary,"$25,306",US,Annual,Comparably,2023-12-01
Rug Layer Salary,"$41,344",US,Annual,Comparably,2023-12-01
Rug Measurer Salary,"$37,325",US,Annual,Comparably,2023-12-01
Rug Renovator Salary,"$21,946",US,Annual,Comparably,2023-12-01
Rug Repairer Salary,"$60,016",US,Annual,Comparably,2023-12-01
Rug Sample Beveler Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rug Sizer Salary,"$21,946",US,Annual,Comparably,2023-12-01
Rug Touch-Up Painter Salary,"$30,353",US,Annual,Comparably,2023-12-01
Rug Weaver Salary,"$27,580",US,Annual,Comparably,2023-12-01
Rule Writer Salary,"$60,000",US,Annual,Comparably,2023-12-01
Ruler Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rules Examiner Salary,"$36,376",US,Annual,Comparably,2023-12-01
Ruling Machine Feeder Salary,"$30,658",US,Annual,Comparably,2023-12-01
Ruling Machine Operator Salary,"$30,117",US,Annual,Comparably,2023-12-01
Ruling Machine Set-Up Operator Salary,"$30,117",US,Annual,Comparably,2023-12-01
Ruling Technician Salary,"$30,117",US,Annual,Comparably,2023-12-01
Rum Processing Operator Salary,"$40,131",US,Annual,Comparably,2023-12-01
Ruminant Health And Reproduction Resident Salary,"$32,000",US,Annual,Comparably,2023-12-01
Rumper Salary,"$24,354",US,Annual,Comparably,2023-12-01
Run Boat Operator Salary,"$31,238",US,Annual,Comparably,2023-12-01
Run Engineer Salary,"$69,952",US,Annual,Comparably,2023-12-01
Run Services Lead- Business Intelligence Salary,"$73,650",US,Annual,Comparably,2023-12-01
Run-2-run Engineer Salary,"$87,000",US,Annual,Comparably,2023-12-01
Runner Salary,"$22,061",US,Annual,Comparably,2023-12-01
Runner Food Order Delivery Salary,"$30,289",US,Annual,Comparably,2023-12-01
Runner Gambling Casino Salary,"$22,357",US,Annual,Comparably,2023-12-01
Runner Man Salary,"$30,117",US,Annual,Comparably,2023-12-01
Runner On Salary,"$22,309",US,Annual,Comparably,2023-12-01
Runner Out Salary,"$37,284",US,Annual,Comparably,2023-12-01
Runner Post Salary,"$28,471",US,Annual,Comparably,2023-12-01
Runner Worker Salary,"$33,312",US,Annual,Comparably,2023-12-01
Running Rigger Salary,"$30,520",US,Annual,Comparably,2023-12-01
Running Technical Representative Salary,"$44,782",US,Annual,Comparably,2023-12-01
Runtime Team Lead Salary,"$130,300",US,Annual,Comparably,2023-12-01
Runway Model Salary,"$30,939",US,Annual,Comparably,2023-12-01
Rural Carrier Salary,"$45,085",US,Annual,Comparably,2023-12-01
Rural Carrier Associate (RCA) Salary,"$51,777",US,Annual,Comparably,2023-12-01
Rural Electrification Engineer Salary,"$88,531",US,Annual,Comparably,2023-12-01
Rural Health Consultant Salary,"$43,736",US,Annual,Comparably,2023-12-01
Rural Letter Carrier Salary,"$57,405",US,Annual,Comparably,2023-12-01
Rural Mail Carrier Salary,"$51,999",US,Annual,Comparably,2023-12-01
Rural Route Carrier Salary,"$51,777",US,Annual,Comparably,2023-12-01
Rural Route Mail Carrier Salary,"$51,777",US,Annual,Comparably,2023-12-01
Rural Service Engineer Salary,"$105,452",US,Annual,Comparably,2023-12-01
Rural Sociologist Salary,"$76,754",US,Annual,Comparably,2023-12-01
Rush Seater Salary,"$29,074",US,Annual,Comparably,2023-12-01
Russia Program Associate Salary,"$46,592",US,Annual,Comparably,2023-12-01
Russian Ballet Instructor Salary,"$46,675",US,Annual,Comparably,2023-12-01
Russian Computational Linguist Salary,"$94,000",US,Annual,Comparably,2023-12-01
Russian History Professor Salary,"$73,332",US,Annual,Comparably,2023-12-01
Russian Language & Literature Teacher Salary,"$43,389",US,Annual,Comparably,2023-12-01
Russian Language Instructor Salary,"$65,988",US,Annual,Comparably,2023-12-01
Russian Language Interpreter and Translator Salary,"$51,794",US,Annual,Comparably,2023-12-01
Russian Language Professor Salary,"$65,988",US,Annual,Comparably,2023-12-01
Russian Language Teacher Salary,"$45,300",US,Annual,Comparably,2023-12-01
Russian Language Translator Salary,"$41,600",US,Annual,Comparably,2023-12-01
Russian Linguist Salary,"$90,000",US,Annual,Comparably,2023-12-01
Russian Media Specialist Salary,"$75,052",US,Annual,Comparably,2023-12-01
Russian Producer / Broadcaster Salary,"$49,899",US,Annual,Comparably,2023-12-01
Russian Software Engineer Salary,"$95,000",US,Annual,Comparably,2023-12-01
Russian Teacher Salary,"$65,534",US,Annual,Comparably,2023-12-01
Rust Proofer Salary,"$43,547",US,Annual,Comparably,2023-12-01
Rustic Fence Builder Salary,"$45,422",US,Annual,Comparably,2023-12-01
Rustic Terrazzo Setter Salary,"$44,337",US,Annual,Comparably,2023-12-01
RV Body Mechanic (Recreational Vehicle Body Mechanic) Salary,"$37,709",US,Annual,Comparably,2023-12-01
RV Mechanic Salary,"$37,297",US,Annual,Comparably,2023-12-01
RV Mechanic (Recreational Vehicle Mechanic) Salary,"$36,892",US,Annual,Comparably,2023-12-01
RV Parts and Service Director (Recreational Vehicle Parts and Service Director) Salary,"$36,892",US,Annual,Comparably,2023-12-01
RV Repair Technician (Recreational Vehicle Repair Technician) Salary,"$36,892",US,Annual,Comparably,2023-12-01
RV Repairer (Recreational Vehicle Repairer) Salary,"$36,892",US,Annual,Comparably,2023-12-01
RV Service Technician (Recreational Vehicle Service Technician) Salary,"$36,892",US,Annual,Comparably,2023-12-01
RV Servicer (Recreational Vehicle Servicer) Salary,"$36,892",US,Annual,Comparably,2023-12-01
RV Technician (Recreational Vehicle Technician) Salary,"$36,892",US,Annual,Comparably,2023-12-01
RVDA Master Certified RV Technician (Recreational Vehicle Dealer Association Master Certified Recreational Vehicle Technician) Salary,"$38,177",US,Annual,Comparably,2023-12-01
